ma,ten,dvt,don_gia_moi
VOILAVABOINAX13B,Vòi Lavobo Inax LFV - 13B,Bộ,7954150
VOILAVABOLANH70708,Vòi Lavabo lạnh Virgo70708,Bộ,210000
VOILAVABOLFV-17,Vòi lavabo  lạnh Inax LFV-17,Cái,544000
VOILAVABONL1112S,Vòi Lavabo Nóng Lạnh Inax LFV - 1112S,Cái,1073000
VOILAVABONL1402S,Vòi Lavabo nóng lạnh LFV 1402S,Cái,0
VOILAVABONL612S,Vòi LaVaBo Inax Nóng Lạnh LFV 612S,Cái,1530660
VOILAVABONLVL617-4L,Vòi lavabo NL VL617-4L Visler,Bộ,432500
VOILAVABONLZICO3203,Vòi lavabo nóng lạnh ZICO ZC-3203M - Đặt trên chậu,Bộ,457500
VOILAVABOTHAITHINH,Vòi Lavabo nóng lạnh inox 304 L504,Bộ,160000
VOILAVABOZC3219,Vòi Lavabo nóng lạnh ZC-3219,Cái,157000
VOILUXTA21,Vòi LUXTA 21 (Rumine),Cái,256000
VOINHUA21,Vòi nhựa tay trắng YW301,Cái,3143
VOIRCNLPR815,Vòi rửa chén NL PR815,Bộ,1200000
VOIRCNLVC,Vòi rửa chén NL VIRGO,Cái,480000
VOIRUACHENNL8203,Vòi rửa chén âm chậu nóng lạnh VIRGO (8203),Cái,850000
VOISEN1103S-4,Vòi sen nóng lạnh Inax BFV-1103S-4,Bộ,1366000
VOISEN1303S-4C,Vòi sen nóng lạnh Inax BFV - 1303S-4C,Cái,1505000
VOISEN2013S,Vòi sen nóng lạnh Inax BFV-2013S,Bộ,1038800
VOISEN2015S,Vòi sen nóng lạnh Inax BFV-2015S,Cái,6638000
VOISEN8010,Vòi Sen Nóng Lạnh 8010 Lá,Bộ,693000
VOISEN8014,Vòi Sen NL 8014 Kim Cương,Bộ,630000
VOISENNL1113S-4C,Vòi Sen Nóng Lạnh Inax BFV - 1113S - 4C,Cái,1483000
VOISENNL304BONG,Vòi sen nóng lạnh Inox 304 - Bóng,Bộ,988000
VOISENNL304MO,Vòi sen nóng lạnh Inox 304 - Mờ,Bộ,800000
VOISENZC,Vòi Sen ZiCo ZC,Bộ,575000
VOIVUONMIHA21,Vòi Vườn gạt đồng 21 đỏ,Cái,44000
VOIVUONTAYGAT21,Vòi vườn tay gạt MIHA 21,Cái,44697
VOIXIT253K,Vòi xịt 2 lớp (Tay xịt + pass + dây sen nhựa) - WF 253K,Bộ,87750
VOIXITWUFENG253INOX,Vòi Xịt Nhựa (Đầu xịt + pass + Dây sen inox xoắn nhuyễn) WF683KX,Cái,123333
VOIXITZICOZC-922,Vòi Xịt Zico ZC - 922,Cái,106962
VRCLPR904PROXIA,Vòi rửa chến PROXIA PR904,Bộ,320000
VRCLPR907PROXIA,Vòi rửa chén lạnh PR907,Bộ,350000
VRCLPR908PROXIA,Vòi rửa chén lạnh PR908 PROXIA,Bộ,220000
VRCLPR910PROXIA,Vòi rửa chén lạnh PROXIA PR 910,Bộ,330000
VRCNLPR308PROXIA,Vòi rửa chén NL PR308 PROXIA,Bộ,811400
VSNLPR304,Vòi sen NL PR304 Proxia,Bộ,560000
VSNLVIRGO1025-1,Vòi sen nóng lạnh 1025-1 VIRGO,Bộ,677859
VSNLVL617-2S,Vòi sen NL VL617-2S Visler,Bộ,1368000
VTd20BM,Van tổng (van xoay) Ø 20 PP-R BM,Cái,242000
VTd25BM,Van tổng (van xoay) Ø 25 PP-R BM,Cái,109397
VTd32BM,Van tổng (van xoay) Ø 32 PP-R BM,Cái,390500
VTd40BM,Van tổng (van xoay) Ø 40 PP-R BM,Cái,591800
VTd50BM,Van tổng (van xoay) Ø 50 PP-R BM,Cái,401258
Vv,Vv,Cái,0
VXVSPC10-1,Vòi xịt vệ sinh VIRGO PC 10-1,Bộ,130000
VXVSPC106,Vòi xịt vệ sinh VIRGO PC 106,Bộ,135000
XACHAUZBXC2-110,Bộ Xả chậu 2 hộc phi 110,Bộ,73000
XALAVABO2310VG,Bộ Xả lavabo VIRGO 2310VG,Bộ,170000
XALAVABORG304,Bộ Xả lavabo RG 304,Bộ,80000
XALAVABOZC-X01,Bộ Xả lavabo ZICO ZC-X01 - N2R (nhấn),Bộ,123214
XANHUA,Xả bầu Nhựa,Cái,25000
XANHUATRANG,Bộ xả kính nhựa trắng,Bộ,90517
XASUTRANG,Xả Sứ Nhựa Trắng,Bộ,55282
XITINOXONSPA,Vòi xịt iNOX Onspa,Cái,151470
Y114BMD,Y BM Ø 114 PN6,Cái,54301
Y114-PN9,Y BM Ø 114 PN9,Cái,272229
Y140BM,Y BM Ø 140,Cái,626728
Y168BM,Y BM Ø 168 PN4,Cái,251171
Y168DDN,Y Ø 168 dày Đệ Nhất,Cái,0
Y34BM,Y BM Ø 34 dày,Cái,6458
Y42BM,Y BM Ø 42,Cái,3653
Y49BM,Y BM Ø 49,Cái,8743
Y49DH,Y 49 Đạt Hòa,Cái,8400
Y60BM,Y BM Ø 60  PN4,Cái,11034
Y90BM,Y BM Ø 90 PN3,Cái,34601
Y90BMPN6,Y Bình Minh Ø 90 PN6,Cái,83932
YD90,Y 90 đạt hòa,Cái,31315
YG,Y,Cái,0
YG114/60BM,Y giảm Ø 114/60 mỏng PN 6 BM,Cái,21604
YG114/90BM,Y giảm Ø 114/90 mỏng PN6 BM,Cái,37435
YG140/114BM,Y Giảm 140/114 mỏng PN6 BM,Cái,143532
YG140/90BM,Y Giảm 140/90 mỏng PN6 BM,Cái,81625
YG168/114BM,Y giảm Ø 168/114  mỏng PN6 BM,Cái,225377
YG168/90DND,Y giảm Ø 168/90 dày ĐN,Cái,0
YG60/42BM,Y giảm Ø 60/42 mỏng BM,Cái,11700
YG90/60BM,Y giảm Ø 90/60 mỏng BM,Cái,16877
